path,label,fcns,xrefs,calls,strings,symbols,imports,signatures,covrage,codesz,percent
/Volumes/malware-dataset/malware/VirusShare_411167b0bf999277202887b0b50e4ff0,1,0,0,0,0,90,90,0,360,69992,0
/Volumes/malware-dataset/malware/VirusShare_2b299aa418d0df908c23f0d6c428bc11,1,0,0,0,6614,60,59,0,236,57580,0
/Volumes/malware-dataset/malware/VirusShare_5699e189a724bca46e7f9777e6e07530,1,0,0,0,1501,503,503,0,2000,419792,0
/Volumes/malware-dataset/malware/VirusShare_39579f1eb9416b045650bd1a430a9af0,1,0,0,0,0,0,0,0,0,1339392,0
/Volumes/malware-dataset/malware/VirusShare_2cbc610a758b3c2fe6ad774bff77d790,1,0,0,0,142,213,213,0,80,8272,0
/Volumes/malware-dataset/malware/VirusShare_1c9b062cc4e065d84d6100a6c41865e0,1,0,0,0,4855,41,41,0,164,8356,1
/Volumes/malware-dataset/malware/VirusShare_4a107cd0054eb4951c653c6d12b9b960,1,0,0,0,8378,296,296,0,1172,279700,0
/Volumes/malware-dataset/malware/VirusShare_2c3c4cc8c9b624e7af3996fd98ae4850,1,0,0,0,4601,98,98,0,392,110984,0
/Volumes/malware-dataset/malware/VirusShare_56023314d78e1b8c3bd4316221e19958,1,0,0,0,19,139,1,0,4,40964,0
/Volumes/malware-dataset/malware/VirusShare_49f5931dcb9322688301e832f9fe5990,1,0,0,0,88,92,92,0,0,200704,0
/Volumes/malware-dataset/malware/VirusShare_5690600ef78554affe0d7f155a66ff40,1,0,0,0,5926,98,98,0,392,115080,0
/Volumes/malware-dataset/malware/VirusShare_1bd471b10e3c976e181c36dd59098760,1,0,0,0,78,164,164,0,656,111248,0
/Volumes/malware-dataset/malware/VirusShare_2bec189c2df7708e30c4b023abf70700,1,0,0,0,877,238,238,0,944,132016,0
/Volumes/malware-dataset/malware/VirusShare_39dac680969fedc83ab091fb053f6b6c,1,0,0,0,28,9,9,0,36,28708,0
/Volumes/malware-dataset/malware/VirusShare_1f77d4390a87df5a5bda9424c4bf3ed2,1,0,0,0,15,10,8,0,12,40972,0
/Volumes/malware-dataset/malware/VirusShare_3e6d88e74684d43a0593c95f840fdad0,1,0,0,0,195,19,19,0,0,94208,0
/Volumes/malware-dataset/malware/VirusShare_484c920620efc48f75283a23cf947cbc,1,0,0,0,0,11,11,0,20,233492,0
/Volumes/malware-dataset/malware/VirusShare_3e5a567e0abed100a2d6e414c32f6040,1,0,0,0,1383,207,207,0,0,151552,0
/Volumes/malware-dataset/malware/VirusShare_4ac5e6adab605175cdb5545ffcc736e0,1,0,0,0,3973,75,75,0,300,61740,0
/Volumes/malware-dataset/malware/VirusShare_5661fd8461f24ec5621bd041c266c6d0,1,0,0,0,606,86,86,0,344,172376,0
/Volumes/malware-dataset/malware/VirusShare_50800b2c0fc35e5569d0e69144a80d12,1,0,0,0,548,106,106,0,424,140200,0
/Volumes/malware-dataset/malware/VirusShare_2c7cc29651c5b3062d9d7cad34ac7c90,1,0,0,0,2042,117,116,0,0,36864,0
/Volumes/malware-dataset/malware/VirusShare_48c47b483a2424e215d7b3ad2e17aab0,1,0,0,0,4829,41,41,0,164,8356,1
/Volumes/malware-dataset/malware/VirusShare_1c431cf7df86d8fd6371d0e1b06943a0,1,0,0,0,1085,145,145,0,580,45636,1
/Volumes/malware-dataset/malware/VirusShare_484f77fd5e132271ae8128243bb79a36,1,0,0,0,2950,527,274,0,1088,459840,0
/Volumes/malware-dataset/malware/VirusShare_1e920988a98569d829f56a394f0183b2,1,0,0,0,2750,2,2,0,8,40968,0
/Volumes/malware-dataset/malware/VirusShare_2a435f704d51b1ca134af7ecdbdcf3f0,1,0,0,0,264,112,112,0,448,340416,0
/Volumes/malware-dataset/malware/VirusShare_48b7f51af2deaa691b2f51d6e9bf5ce0,1,0,0,0,264,67,67,0,268,41228,0
/Volumes/malware-dataset/malware/VirusShare_48cfa2ec884233050c6dc8da15397da0,1,0,0,0,2156,221,221,0,872,455528,0
/Volumes/malware-dataset/malware/VirusShare_568173a59acf44d2b0ea8a6c873a3a8b,1,0,0,0,35,172,172,0,196,8388,2
/Volumes/malware-dataset/malware/VirusShare_56cfd9254be7f288c6098be10babef90,1,0,0,0,23,28,1,0,4,16388,0
/Volumes/malware-dataset/malware/VirusShare_1f30272b50c016b22cd3368177bb9f14,1,0,0,0,2,201,201,0,792,172824,0
/Volumes/malware-dataset/malware/VirusShare_3b8ec5e3b9171f7771f41eef6224f010,1,0,0,0,77,14,14,0,32,770080,0
/Volumes/malware-dataset/malware/VirusShare_43c8fbbceba5553bc7e6911b34d19dd0,1,0,0,0,0,61,61,0,196,860356,0
/Volumes/malware-dataset/malware/VirusShare_2d7f57005f4a266b6d8bb0cf24c3b880,1,0,0,0,1105,155,155,0,620,25196,2
/Volumes/malware-dataset/malware/VirusShare_4f2d4813425d7b6b189513f33e237af3,1,0,0,0,264,86,74,0,296,110888,0
/Volumes/malware-dataset/malware/VirusShare_569a5f976f9792a649f78c009f653390,1,0,0,0,17,9,8,0,32,4128,0
/Volumes/malware-dataset/malware/VirusShare_3a080ebdca2caaf772b0337da019f837,1,0,0,0,151,57,57,0,228,24804,0
/Volumes/malware-dataset/malware/VirusShare_1bc48c6e6631b77369b1b172e8b5a7a0,1,0,0,0,19,10,9,0,36,4132,0
/Volumes/malware-dataset/malware/VirusShare_485573be571790b765e985ab5cbbbcb0,1,0,0,0,161,52,32,0,128,426112,0
/Volumes/malware-dataset/malware/VirusShare_2ed1bfff48da32e53727330b1b05a950,1,0,0,0,2492,48,48,0,192,20672,0
/Volumes/malware-dataset/malware/VirusShare_4a1d8d90b5ce8f88fb93230248cdd300,1,0,0,0,292,43,43,0,172,213164,0
/Volumes/malware-dataset/malware/VirusShare_483eb2369127f609673b739ef952a533,1,0,0,0,1224,443,443,0,1756,272092,0
/Volumes/malware-dataset/malware/VirusShare_488398f1cec4298b03e4addb8b5afe90,1,0,0,0,75,12,12,0,24,2027544,0
/Volumes/malware-dataset/malware/VirusShare_1bc26d86dd257f80a13ad60bfb3e6802,1,0,0,0,213,155,155,0,620,25196,2
/Volumes/malware-dataset/malware/VirusShare_2d407a52f0c71149b1d322c15882b750,1,0,0,0,256,155,155,0,580,37444,1
/Volumes/malware-dataset/malware/VirusShare_1e711865ee06764990edd3a562de16f0,1,0,0,0,20,0,0,0,0,25856,0
/Volumes/malware-dataset/malware/VirusShare_1caa62be62654e97dd45c4f90a051d60,1,0,0,0,25,29,29,0,0,36864,0
/Volumes/malware-dataset/malware/VirusShare_1aa3f8b1bddfd2e43b699243b5d89000,1,0,0,0,179,41,41,0,164,41124,0
/Volumes/malware-dataset/malware/VirusShare_3bddc4a28290f938a4d343736478f36e,1,0,0,0,0,13,13,0,28,413724,0
/Volumes/malware-dataset/malware/VirusShare_57a5ac33f55fac07f5777c6b56429a98,1,0,0,0,654,278,276,0,1096,87112,1
/Volumes/malware-dataset/malware/VirusShare_2e7bce3e87d7269cf173e17399c848d0,1,0,0,0,14,2088,1,0,4,851972,0
/Volumes/malware-dataset/malware/VirusShare_3beb8e6c2096b7d6e135e61d553da9c0,1,0,0,0,606,103,103,0,412,61852,0
/Volumes/malware-dataset/malware/VirusShare_49bb0b3523c346bb9b9565be2a621393,1,0,0,0,7599,68,68,0,272,139536,0
/Volumes/malware-dataset/malware/VirusShare_1fb2ce2bce98d77591cfc675e10e9016,1,0,0,0,74,30,30,0,0,45056,0
/Volumes/malware-dataset/malware/VirusShare_3c0de20fd0b9d026374b7e81510c0a00,1,0,0,0,555,2,2,0,0,249856,0
/Volumes/malware-dataset/malware/VirusShare_3a1868fb0ef4dc161d1af673c4075a00,1,0,0,0,0,153,153,0,612,94820,0
/Volumes/malware-dataset/malware/VirusShare_1c4b3a4385456ed702002963011ba5f7,1,0,0,0,1495,2,2,0,8,98312,0
/Volumes/malware-dataset/malware/VirusShare_5a9d33f423854fe0677f06060e41e440,1,0,0,0,692,42,42,0,168,12456,1
/Volumes/malware-dataset/malware/VirusShare_08ca390be72cdb3e087f45b5897d1840,1,0,0,0,431,89,89,0,312,53560,0
/Volumes/malware-dataset/malware/VirusShare_494e7d6737803aba096ef7380e1f633c,1,0,0,0,9060,535,535,0,1952,1521568,0
/Volumes/malware-dataset/malware/VirusShare_4adc4c9b2572909de69a1369b278f790,1,0,0,0,290,158,158,0,632,25208,2
/Volumes/malware-dataset/malware/VirusShare_015603a03eded05f8f3fd34704bd0fc0,1,0,0,0,2242,247,247,0,976,345040,0
/Volumes/malware-dataset/malware/VirusShare_2bb429cf588e64c94715ddcb9f614ec0,1,0,0,0,4829,41,41,0,164,8356,1
/Volumes/malware-dataset/malware/VirusShare_5c331476f64e49804fa9f16714c4c6b0,1,0,0,0,28,0,0,0,0,40960,0
/Volumes/malware-dataset/malware/VirusShare_496158828490af9be9035e08c2d8f730,1,0,0,0,5528,116,116,0,452,123332,0
/Volumes/malware-dataset/malware/VirusShare_5b56438e6f71d8e79f17ff006eae51c0,1,0,0,0,890,155,155,0,620,25196,2
/Volumes/malware-dataset/malware/VirusShare_4df3e4162ffeadc02ea4e696989cac80,1,0,0,0,5665,115,115,0,448,119232,0
/Volumes/malware-dataset/malware/VirusShare_1a801a3355b1514f732da6fbb102b900,1,0,0,0,19,12,12,0,20,172052,0
/Volumes/malware-dataset/malware/VirusShare_2eb6e09c9932fba10749a151595986c0,1,0,0,0,2128,449,449,0,1788,423676,0
/Volumes/malware-dataset/malware/VirusShare_4700ee1e6f27e08a061266b51aa68b80,1,0,0,0,5644,76,76,0,304,41264,0
/Volumes/malware-dataset/malware/VirusShare_5c07fb783b2fed8fa7510f9875136f8c,1,0,0,0,0,4,4,0,16,278544,0
/Volumes/malware-dataset/malware/VirusShare_495b1d33d1882c26ec011e90309ce6c0,1,0,0,0,0,104,104,0,392,74120,0
/Volumes/malware-dataset/malware/VirusShare_0133dc30a7c48b2f160c0eb87b303b20,1,0,0,0,0,73,73,0,292,49444,0
/Volumes/malware-dataset/malware/VirusShare_566b5678c13de7c90df011004cfaf12b,1,0,0,0,0,20,20,0,72,2003016,0
/Volumes/malware-dataset/malware/VirusShare_05323b9eeb9a9558c2190f3395759f0d,1,0,0,0,38,42,42,0,140,90252,0
/Volumes/malware-dataset/malware/VirusShare_3b5ba701e2a94a332ea0742ac87ea9e0,1,0,0,0,6590,90,90,0,360,110952,0
/Volumes/malware-dataset/malware/VirusShare_1b4f58934f2a80aff37762109ed75af0,1,0,0,0,1596,46,46,0,184,8376,2
/Volumes/malware-dataset/malware/VirusShare_48bb60b7b03dab5e777b214f2fd9a810,1,0,0,0,0,102,102,0,0,81920,0
/Volumes/malware-dataset/malware/VirusShare_1a9a90a15caaa0e9b5e4ab41ad940710,1,0,0,0,29,118,1,0,4,98308,0
/Volumes/malware-dataset/malware/VirusShare_5a6dfab870fae959f3bc16307f69fa7d,1,0,0,0,79,15,15,0,32,540704,0
/Volumes/malware-dataset/malware/VirusShare_2b67b4e15d305399d512206881ef92d5,1,0,0,0,950,182,182,0,508,578044,0
/Volumes/malware-dataset/malware/VirusShare_04f480dfaa70611917c37eec070b6c09,1,0,0,0,67,14,14,0,36,176164,0
/Volumes/malware-dataset/malware/VirusShare_3e1d6245df356045cc6ffed18f456d00,1,0,0,0,17,11,11,0,20,20500,0
/Volumes/malware-dataset/malware/VirusShare_2f248ac6de7bfdc94d06469bd71dfeb0,1,0,0,0,292,98,76,0,304,90416,0
/Volumes/malware-dataset/malware/VirusShare_488276449c4125330810f60eb45666c0,1,0,0,0,11,5,5,0,20,503828,0
/Volumes/malware-dataset/malware/VirusShare_4c8137e9f0d3d3056c3acf1f69f40b30,1,0,0,0,125,11,11,0,28,3735580,0
/Volumes/malware-dataset/malware/VirusShare_56e47030c4dd7e5b2e224d6170c91f03,1,0,0,0,18,7,7,0,16,45072,0
/Volumes/malware-dataset/malware/VirusShare_486f4d88f3d3c19f600afb69293f3548,1,0,0,0,1276,92,88,0,352,139616,0
/Volumes/malware-dataset/malware/VirusShare_1a5280c116727ab9e8c77d13bbc5a390,1,0,0,0,230,2,2,0,0,45056,0
/Volumes/malware-dataset/malware/VirusShare_3ca17906a32d507d183eddb1a41add30,1,0,0,0,29,21,21,0,0,12288,0
/Volumes/malware-dataset/malware/VirusShare_1c77d09d26e9f6b5e25a7465b9a8e342,1,0,0,0,400,78,78,0,312,74040,0
/Volumes/malware-dataset/malware/VirusShare_2b8dc91e0ca90cfe75a1195a8df61850,1,0,0,0,4573,41,41,0,164,8356,1
/Volumes/malware-dataset/malware/VirusShare_4900deec53c4f2d76320eb8fedd7bae2,1,0,0,0,14,8,8,0,32,4128,0
/Volumes/malware-dataset/malware/VirusShare_5c4d659cb1e76b5e87d65b063c2948a0,1,0,0,0,5436,113,113,0,440,119224,0
/Volumes/malware-dataset/malware/VirusShare_080df1f49fdf40cab5b269b26054ab61,1,0,0,0,79,110,110,0,0,135168,0
/Volumes/malware-dataset/malware/VirusShare_03ffbb31e2c36672aca9d377318eb31f,1,0,0,0,617,3,3,0,12,8204,0
/Volumes/malware-dataset/malware/VirusShare_076eb85b654c613ffe3ed061063d7030,1,0,0,0,2158,67,67,0,268,57612,0
/Volumes/malware-dataset/malware/VirusShare_497dfabceb11be8308eee3dbdb5faf20,1,0,0,0,1120,256,256,0,1024,541696,0
/Volumes/malware-dataset/malware/VirusShare_2e0ad7781f5dae61bf924f72597b6060,1,0,0,0,2371,100,100,0,400,115088,0
/Volumes/malware-dataset/malware/VirusShare_48c07857cd76d2dff1fd3cb30be7c0a3,1,0,0,0,484,128,128,0,512,1065472,0
/Volumes/malware-dataset/malware/VirusShare_2ab8d6741a1d606faf95fc1f34ffdd73,1,0,0,0,1,11,11,0,44,122924,0
/Volumes/malware-dataset/malware/VirusShare_481e9f13cb09ce844b1d903269310100,1,0,0,0,4601,98,98,0,392,110984,0
/Volumes/malware-dataset/malware/VirusShare_1ac426725bfeafabac74a5365f455828,1,0,0,0,743,134,134,0,536,41496,1
/Volumes/malware-dataset/malware/VirusShare_3bf224d9e42fda38c39ca281206c0390,1,0,0,0,0,16,16,0,36,1536036,0
/Volumes/malware-dataset/malware/VirusShare_02f514f0b3dd25a2ce8aed47c02e411a,1,0,0,0,17,39,39,0,0,61440,0
/Volumes/malware-dataset/malware/VirusShare_48f8d379994c095867484912ed2f7c7f,1,0,0,0,1898,402,402,0,1592,321080,0
/Volumes/malware-dataset/malware/VirusShare_d7f28780caddcfb336de37e05930d7f3,1,0,0,0,14734,3,3,0,12,12,100
/Volumes/malware-dataset/malware/VirusShare_1a6876f937ab83fe9097e0595a575110,1,0,0,0,722,11,11,0,44,286764,0
/Volumes/malware-dataset/malware/VirusShare_5ae49276d08a8d14996dbc2037a40ce0,1,0,0,0,79,15,15,0,32,552992,0
/Volumes/malware-dataset/malware/VirusShare_48ab3166bc032385a6f174d8eafa6f33,1,0,0,0,1093,31,31,0,124,24700,0
/Volumes/malware-dataset/malware/VirusShare_1decf75e23f958d75073e99d81754d20,1,0,0,0,272,241,9,0,28,659484,0
/Volumes/malware-dataset/malware/VirusShare_3fa5eec573b2eaa9e863fdd0b4c55040,1,0,0,0,4009,83,83,0,332,45388,0
/Volumes/malware-dataset/malware/VirusShare_5d973a920c2ee64290c08620628f4bc0,1,0,0,0,320,74,74,0,248,33016,0
/Volumes/malware-dataset/malware/VirusShare_48b519324885742f9d696ae50bca8e20,1,0,0,0,27,7,7,0,28,856092,0
/Volumes/malware-dataset/malware/VirusShare_2e66fe6fe4ec822d89ddaf2425460c00,1,0,0,0,892,332,332,0,1320,111912,1
/Volumes/malware-dataset/malware/VirusShare_5776a28d508b9619250405a4cb181030,1,0,0,0,938,18,18,0,44,3137580,0
/Volumes/malware-dataset/malware/VirusShare_2ec1d68a96eaa737229c36a035ff3f80,1,0,0,0,533,113,1,0,4,49156,0
/Volumes/malware-dataset/malware/VirusShare_2dbfd7d6b9c31c8d4fc13748a33435df,1,0,0,0,153,66,66,0,264,28936,0
/Volumes/malware-dataset/malware/VirusShare_3bece56d8adab9dd49bb33b6fd47754e,1,0,0,0,28,9,9,0,36,28708,0
/Volumes/malware-dataset/malware/VirusShare_49510223b29a61ba7fdbe3c75b6fc1c6,1,0,0,0,623,86,86,0,344,180568,0
/Volumes/malware-dataset/malware/VirusShare_0210d277c6ce90cad0a3a01fb6843380,1,0,0,0,391,256,256,0,704,41664,1
/Volumes/malware-dataset/malware/VirusShare_5647b4839037d48a26b3398d54d8d6e9,1,0,0,0,0,4,4,0,16,2768912,0
/Volumes/malware-dataset/malware/VirusShare_3ba916c0c9080743aecb8a3bb6833920,1,0,0,0,3,59,59,0,236,65772,0
/Volumes/malware-dataset/malware/VirusShare_56bb78bdd2c9c1f5a4160c8d79b264c0,1,0,0,0,1268,171,171,0,684,193196,0
/Volumes/malware-dataset/malware/VirusShare_2fcae0c51e09efd746f477efc0ff49b6,1,0,0,0,69,39,39,0,156,237724,0
/Volumes/malware-dataset/malware/VirusShare_3bcc76df9b432ce93c8ae5870db77950,1,0,0,0,32,182,182,0,728,119512,0
/Volumes/malware-dataset/malware/VirusShare_1c03d6d03839a4f2325427d234bd7094,1,0,0,0,325,100,96,0,376,78200,0
/Volumes/malware-dataset/malware/VirusShare_56c9c554c60d02c6a8d8b49936ab7ab0,1,0,0,0,241,155,155,0,620,25196,2
/Volumes/malware-dataset/malware/VirusShare_5788b7f828e92a548070c167fca87d50,1,0,0,0,148,85,85,0,316,33084,0
/Volumes/malware-dataset/malware/VirusShare_04b24838989bb93be2459902cae1b990,1,0,0,0,0,28,28,0,112,41072,0
/Volumes/malware-dataset/malware/VirusShare_2f47f656b7a37bf1ac40831c6f2eef40,1,0,0,0,422,155,155,0,620,25196,2
/Volumes/malware-dataset/malware/VirusShare_3b88d9de4bbbad051f2caddc270b4fe0,1,0,0,0,917,43,43,0,172,12460,1
/Volumes/malware-dataset/malware/VirusShare_1f149d07e34d832ab08c8d0543bbbcf0,1,0,0,0,5104,88,88,0,352,115040,0
/Volumes/malware-dataset/malware/VirusShare_3c2386386961012960913156826b2f80,1,0,0,0,10,6,6,0,24,1011736,0
/Volumes/malware-dataset/malware/VirusShare_3cbe2952fbbb0cef540e99620313ebc4,1,0,0,0,703,77,77,0,308,61748,0
/Volumes/malware-dataset/malware/VirusShare_2a4025d499db66595a31928ac4185cf0,1,0,0,0,9,5,5,0,20,499732,0
/Volumes/malware-dataset/malware/VirusShare_3d34e0b585d1147672e0bf1aa399aac0,1,0,0,0,21,75,75,0,288,33056,0
/Volumes/malware-dataset/malware/VirusShare_2f2f7a6d0e9c674e6b82217dad220367,1,0,0,0,49,7,7,0,0,184320,0
/Volumes/malware-dataset/malware/VirusShare_486a2f4fb686e543c844f037db856015,1,0,0,0,985,284,284,0,1124,156772,0
/Volumes/malware-dataset/malware/VirusShare_3cacf67937d66d435134deb411fa1f10,1,0,0,0,47,9,9,0,20,106516,0
/Volumes/malware-dataset/malware/VirusShare_3c01b808f4bf2a058fe1e05ccfdf7e20,1,0,0,0,747,167,167,0,660,53908,1
/Volumes/malware-dataset/malware/VirusShare_3ce4239978aeb24f1f8aba1bccefbd9d,1,0,0,0,3023,66,66,0,264,69896,0
/Volumes/malware-dataset/malware/VirusShare_1ba14bafc0ef5ef95f8fb46c6eff9ea0,1,0,0,0,954,82,82,0,328,49480,0
/Volumes/malware-dataset/malware/VirusShare_3a23e4999c8c091b9beb21209af51c40,1,0,0,0,5578,114,114,0,444,119228,0
